,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
133,FDY59,OUT010,193.082
134,DRI49,OUT049,2030.69
135,FDT28,OUT019,312.926
136,FDQ22,OUT018,484.7024
137,FDR60,OUT049,1312.9576
138,FDC50,OUT019,469.389
139,FDV24,OUT013,1797.66
140,DRF48,OUT010,188.4214
141,FDQ47,OUT046,607.2096
142,DRN36,OUT049,886.8456
143,NCY06,OUT035,1435.4648
144,FDE52,OUT035,2554.0088
145,NCB54,OUT045,3199.8348
146,NCF31,OUT035,1677.1502
147,FDJ08,OUT027,5313.084
148,NCC07,OUT017,736.3748
149,NCD19,OUT027,2129.2284
150,FDL46,OUT049,1470.0864
151,FDM20,OUT045,6615.3888
152,NCI06,OUT010,359.532
153,DRM11,OUT035,4984.1788
154,NCH07,OUT018,3010.7476
155,FDS23,OUT013,1017.3424
156,FDO49,OUT018,295.6152
157,FDS35,OUT049,1097.9042
158,DRK39,OUT045,1606.5754
159,DRI39,OUT049,711.0744
160,FDV04,OUT017,942.7728
161,NCN14,OUT035,3415.554
162,FDH08,OUT013,6201.927
163,FDS20,OUT046,1837.608
164,FDV40,OUT049,886.8456
165,FDZ48,OUT010,110.5228
166,FDS24,OUT027,2267.7148
167,FDK44,OUT049,1569.9564
168,FDS48,OUT045,1198.44
169,FDK26,OUT010,185.7582
170,FDD23,OUT045,5238.5144
171,NCH54,OUT017,3994.8
172,NCP14,OUT010,205.0664
173,FDM60,OUT010,89.2172
174,FDV24,OUT017,1797.66
175,FDH08,OUT018,2994.7684
176,FDS12,OUT027,4916.933
177,FDR39,OUT027,4119.3046
178,FDP12,OUT027,910.8144
179,DRF60,OUT027,8239.9408
180,FDC09,OUT035,1289.6546
181,FDF50,OUT018,2956.152
182,FDG28,OUT035,1225.072
183,NCE19,OUT017,1301.639
184,NCM53,OUT010,107.8596
185,NCN18,OUT049,1637.868
186,FDF32,OUT035,3361.6242
187,FDF11,OUT013,2403.538
188,DRI59,OUT049,4500.808
189,NCG54,OUT035,2037.348
190,FDM44,OUT046,940.7754
191,FDT57,OUT018,2748.4224
192,FDV24,OUT046,1797.66
193,FDI50,OUT019,451.4124
194,FDS09,OUT035,631.8442
195,NCC31,OUT027,3281.0624
196,FDQ07,OUT019,219.0482
197,FDC22,OUT017,2269.0464
198,FDZ56,OUT046,2358.2636
199,FDZ40,OUT019,229.0352
200,FDS46,OUT027,1549.3166
201,DRD24,OUT045,1134.5232
202,FDV45,OUT017,3554.7062
203,FDL26,OUT045,2934.8464
204,FDA56,OUT018,1245.046
205,FDN27,OUT046,2356.9320000000002
206,FDM20,OUT049,6615.3888
207,FDO16,OUT017,1403.5064
208,FDL03,OUT035,4502.1396
209,FDE58,OUT046,2356.9320000000002
210,FDI02,OUT027,4138.6128
211,NCC55,OUT019,37.9506
212,FDR03,OUT018,4141.276
213,FDB14,OUT017,1733.0774
214,FDR45,OUT013,4210.5192
215,NCN07,OUT017,1780.3492
216,FDM51,OUT019,206.398
217,FDT52,OUT027,10072.8882
218,FDL26,OUT046,2471.4496
219,NCZ42,OUT046,3271.7412
220,DRI47,OUT019,451.4124
221,FDW40,OUT013,2247.7408
222,FDN34,OUT046,4074.696
223,FDS01,OUT035,1777.6860000000001
224,NCG55,OUT045,759.012
225,FDC11,OUT035,2529.3742
226,FDX35,OUT018,1579.9434
227,NCB06,OUT046,483.3708
228,FDR09,OUT019,251.6724
229,FDC53,OUT017,583.2408
230,FDY45,OUT013,4090.6752
231,FDA22,OUT010,170.4448
232,FDE02,OUT035,2628.5784
233,FDW21,OUT045,1537.9979999999998
234,FDV34,OUT046,447.4176
235,FDS59,OUT049,2746.425
236,NCW17,OUT017,1927.491
237,NCK54,OUT046,1540.6612
238,FDG17,OUT019,486.034
239,FDG35,OUT017,3151.8972
240,FDD08,OUT010,71.9064
241,NCO07,OUT017,2743.7618
242,FDJ10,OUT010,429.441
243,FDW36,OUT017,1619.2256
244,FDW21,OUT010,203.7348
245,FDY19,OUT017,820.2656
246,DRE03,OUT013,575.2512
247,NCC55,OUT049,796.9626
248,FDH52,OUT010,126.50200000000001
249,FDO09,OUT017,1059.9536
250,FDU43,OUT045,5896.3248
251,FDX09,OUT010,882.185
252,FDH40,OUT019,293.6178
253,FDW58,OUT017,1693.7952
254,FDC47,OUT017,6851.081999999999
255,NCR41,OUT035,2759.0752
256,DRG49,OUT035,7086.1094
257,FDC52,OUT027,4374.306
258,FDY13,OUT046,772.328
259,FDY35,OUT013,624.5204
260,FDI35,OUT017,4544.085
261,NCU18,OUT049,1685.8056
262,FDY33,OUT018,2693.8268
263,FDC15,OUT027,4436.8912
264,FDU01,OUT049,3379.6008
265,NCU42,OUT046,2863.6058
266,NCV29,OUT018,1422.1488
267,NCY30,OUT017,4727.18
268,FDQ46,OUT049,2684.5056
269,FDG58,OUT027,2972.797
270,FDK33,OUT017,2743.7618
271,NCD07,OUT045,579.246
272,NCX29,OUT027,3661.9
273,NCT42,OUT013,1177.1344
274,DRN59,OUT035,419.454
275,FDI44,OUT035,1772.3596
276,FDA45,OUT049,2117.244
277,FDP31,OUT045,1201.769
278,FDY01,OUT046,1382.2008
279,FDT09,OUT018,1854.9188
280,DRH03,OUT027,2109.2544
281,FDA36,OUT018,2591.2936
282,NCF31,OUT017,1677.1502
283,FDG14,OUT049,1973.4312
284,FDG28,OUT027,5466.8838
285,FDU14,OUT049,5355.0294
286,FDY47,OUT019,365.5242
287,FDI56,OUT049,2247.075
288,DRD01,OUT013,1049.9666
289,FDM22,OUT046,1603.2464
290,FDH33,OUT013,587.2356
291,DRZ24,OUT013,3115.9440000000004
292,NCQ38,OUT046,1230.3984
293,FDO16,OUT027,1331.6
294,FDU07,OUT027,3339.6528
295,NCB07,OUT013,2712.4692
296,FDU48,OUT045,1428.141
297,NCM43,OUT045,4211.185
298,FDR31,OUT010,291.6204
299,DRK49,OUT018,366.19
300,NCI30,OUT010,884.1824
301,DRD60,OUT017,3078.6592
302,NCG19,OUT046,2812.3392
303,FDH12,OUT035,857.5504
304,FDM32,OUT035,1771.0279999999998
305,FDM27,OUT035,2016.7082
306,NCU53,OUT027,5404.9644
307,NCQ18,OUT046,1488.0629999999999
308,FDS10,OUT013,3691.1952
309,FDB33,OUT027,5500.8396
310,FDI12,OUT013,263.6568
311,NCW42,OUT013,4420.912
312,NCC06,OUT018,1265.02
313,FDW02,OUT017,2797.6916
314,NCD43,OUT017,736.3748
315,FDM57,OUT018,1165.15
316,FDA58,OUT017,942.7728
317,FDK56,OUT046,3858.9768
318,FDP52,OUT045,1402.1748
319,FDW20,OUT018,1120.5414
320,FDS52,OUT049,1120.5414
321,NCT29,OUT018,1771.0279999999998
322,NCL54,OUT013,3663.2316
323,FDC05,OUT045,3153.2288
324,FDF34,OUT035,589.2330000000001
325,FDP03,OUT027,4482.1656
326,FDD32,OUT010,175.7712
327,FDZ10,OUT045,1291.652
328,FDZ40,OUT035,808.947
329,FDD51,OUT018,790.9704
330,NCY30,OUT019,181.7634
331,FDP58,OUT017,2847.6266
332,FDV49,OUT017,5259.82
333,FDY24,OUT019,161.7894
334,NCO55,OUT017,2358.2636
335,FDR13,OUT017,810.9444
336,FDS51,OUT017,866.8716
337,FDP26,OUT045,1989.4104
338,NCB54,OUT027,3668.558
339,FDF32,OUT017,3121.2704
340,FDN31,OUT018,2656.542
341,DRM48,OUT017,549.9508
342,FDN20,OUT049,2358.2636
343,DRL01,OUT046,3197.1716
344,FDV56,OUT049,1208.427
345,DRH13,OUT027,2876.256
346,FDA03,OUT017,2659.8709999999996
347,FDF47,OUT027,4026.7584
348,FDX32,OUT046,1596.5884
349,FDX57,OUT049,1458.102
350,NCA30,OUT045,3367.6164
351,FDO49,OUT013,922.7988
352,FDL04,OUT019,211.7244
353,DRM48,OUT035,1193.1136
354,FDR16,OUT013,5343.045
355,NCC19,OUT018,2316.984
356,NCE42,OUT045,2804.3496
357,FDY24,OUT017,1597.92
358,FDH19,OUT049,2988.1104
359,FDJ46,OUT013,1038.6480000000001
360,FDN45,OUT010,913.4776
361,FDY08,OUT035,3487.4604
362,FDZ37,OUT035,1384.864
363,NCT30,OUT045,652.484
364,DRY23,OUT018,531.3084
365,NCZ30,OUT018,1601.249
366,FDC44,OUT018,1006.6896
367,FDB45,OUT035,1289.6546
368,FDY04,OUT013,1278.336
369,FDM27,OUT046,3327.6684
370,FDZ43,OUT017,3635.268
371,FDT39,OUT019,453.4098
372,NCC06,OUT019,852.8898
373,FDL15,OUT027,2947.4966
374,FDL57,OUT017,4402.9354
375,FDU08,OUT046,1488.0629999999999
376,FDK40,OUT017,1569.9564
377,FDQ12,OUT010,229.701
378,FDS48,OUT017,3159.8868
379,FDP09,OUT045,1923.4962
380,FDW21,OUT049,892.8378
381,FDY25,OUT035,3259.7568
382,DRE13,OUT017,802.9548
383,FDV43,OUT019,123.8388
384,FDD22,OUT045,1006.6896
385,FDM46,OUT019,277.6386
386,NCO30,OUT010,543.2928
387,FDM25,OUT046,3103.9596
388,NCN41,OUT049,3095.97
389,FDU24,OUT045,1304.968
390,FDZ50,OUT046,3355.632
391,FDP45,OUT013,3020.0688
392,NCM54,OUT045,1701.7848
393,FDW10,OUT019,352.874
394,FDP20,OUT017,2195.8084
395,FDK32,OUT046,2428.8384
396,FDN52,OUT049,681.7792
397,FDM58,OUT045,3395.58
398,FDZ46,OUT027,3870.9612
399,NCA18,OUT018,1398.18
400,FDD35,OUT046,599.22
401,NCK31,OUT035,259.66200000000003
402,FDI40,OUT027,2964.1416
403,FDT50,OUT019,202.4032
404,NCT06,OUT046,4171.9028
405,FDT31,OUT035,2619.2572
406,FDT45,OUT049,1255.6988
407,FDT13,OUT045,1576.6144
408,FDO50,OUT045,638.5022
409,NCU18,OUT010,564.5984
410,NCR54,OUT049,3110.6176
411,NCO18,OUT018,2626.5809999999997
412,FDU09,OUT045,600.5516
413,FDT13,OUT018,4138.6128
414,FDE09,OUT046,667.1316
415,NCK53,OUT019,102.5332
416,FDG45,OUT049,3419.5488
417,DRH15,OUT035,452.744
418,FDO21,OUT019,451.4124
419,FDD14,OUT027,6431.628000000001
420,FDC09,OUT046,940.7754
421,FDH45,OUT027,847.5634
422,FDV32,OUT046,639.168
423,FDG12,OUT035,2651.2156
424,FDS32,OUT013,1404.838
425,NCL55,OUT018,2283.0282
426,DRE01,OUT035,5243.8408
427,DRE15,OUT049,2277.036
428,NCL42,OUT045,7370.406
429,FDP31,OUT013,1853.5872
430,FDN33,OUT018,283.6308
431,FDZ59,OUT046,1651.184
432,FDE45,OUT010,716.4008
433,FDJ07,OUT013,1969.4364
434,FDQ45,OUT018,2647.2208
435,FDM33,OUT027,6207.9192
436,FDO15,OUT010,221.7114
437,FDM46,OUT013,1177.1344
438,FDR03,OUT045,1667.1632
439,FDY49,OUT018,1528.011
440,FDQ60,OUT045,1454.1072
441,FDW10,OUT049,1955.4546
442,FDO51,OUT049,511.3344
443,FDJ40,OUT018,1953.4572
444,FDS20,OUT018,1304.968
445,FDU45,OUT013,1230.3984
446,FDV02,OUT035,2005.3896
447,FDN09,OUT046,5768.4912
448,NCM55,OUT027,3728.48
449,FDN23,OUT018,2600.6148
450,FDY31,OUT010,291.6204
451,FDW03,OUT010,215.7192
452,FDD14,OUT046,3146.5708
453,FDV23,OUT017,2848.2924
454,DRI03,OUT045,4250.4672
455,FDN13,OUT035,2759.0752
456,FDF45,OUT027,2143.876
457,FDU46,OUT035,1211.756
458,FDB57,OUT049,2446.1492
459,FDV12,OUT049,1922.8304
460,FDQ58,OUT013,3173.8686
461,NCA18,OUT017,1649.8524
462,FDH52,OUT049,1225.072
463,FDM24,OUT018,3398.2432
464,NCP43,OUT027,7968.2944
465,NCO18,OUT019,175.1054
466,FDM32,OUT017,1860.2452
467,NCL07,OUT017,589.2330000000001
468,FDK03,OUT013,6855.0768
469,FDP59,OUT017,623.1888
470,FDQ24,OUT049,4578.0408
471,FDQ16,OUT018,958.752
472,FDU44,OUT013,1278.336
473,FDH28,OUT010,231.6984
474,FDV28,OUT019,135.8232
475,FDM22,OUT045,1118.5439999999999
476,FDR56,OUT046,3099.9648
477,FDV39,OUT049,4943.565
478,FDU37,OUT019,117.1808
479,FDQ11,OUT010,711.0744
480,FDX02,OUT045,1350.2424
481,NCS42,OUT018,2006.7212
482,FDY57,OUT027,2363.59
483,FDB21,OUT049,3202.498
484,FDE28,OUT017,4146.6024
485,FDQ55,OUT017,2862.94
486,FDA48,OUT049,2668.5264
487,FDZ19,OUT045,4344.345
488,NCC43,OUT045,2516.724
489,NCV18,OUT046,2496.75
490,NCA42,OUT018,3427.5384
491,FDY45,OUT046,2061.3168
492,NCC30,OUT045,2626.5809999999997
493,FDM57,OUT013,671.1264
494,FDL09,OUT010,499.35
495,FDB09,OUT027,2972.1312
496,FDT44,OUT035,3064.0116
497,NCT06,OUT027,2631.2416
498,FDX26,OUT049,4925.5884
499,FDK32,OUT013,2471.4496
500,DRA12,OUT046,3006.087
501,FDO46,OUT010,187.0898
502,FDE52,OUT013,2554.0088
503,NCH42,OUT045,2067.3089999999997
504,FDV08,OUT035,284.2966
505,FDB47,OUT018,2350.9398
506,FDC28,OUT010,110.5228
507,FDD22,OUT046,3243.7776
508,FDS07,OUT027,4447.544
509,DRI13,OUT045,3918.8988
510,FDG32,OUT018,6042.135
511,FDU14,OUT017,4993.5
512,FDD28,OUT019,123.8388
513,NCP41,OUT017,1657.842
514,FDS08,OUT049,1379.5376
515,FDX47,OUT045,1571.2879999999998
516,FDC53,OUT019,101.2016
517,FDQ19,OUT035,1346.2476
518,FDL14,OUT045,3354.3004
519,FDM33,OUT019,430.1068
520,FDA51,OUT045,2519.3872
521,FDZ27,OUT018,425.4462
522,FDT04,OUT046,785.6439999999999
523,DRC13,OUT049,2956.152
524,FDR16,OUT027,5806.4418
525,FDQ03,OUT027,8413.0488
526,FDE38,OUT035,2874.9244
527,DRH23,OUT027,2597.2858
528,FDT11,OUT019,187.0898
529,FDD09,OUT035,1810.976
530,FDR40,OUT045,3079.325
531,FDX07,OUT017,1653.8472
532,FDR07,OUT035,2799.6890000000003
533,FDA51,OUT017,1958.1178
534,FDT59,OUT019,691.1004
535,FDF20,OUT017,2308.9944
536,FDR13,OUT045,2432.8332
537,FDY26,OUT049,7833.8028
538,FDW04,OUT017,1761.7068
539,FDK52,OUT017,4823.721
540,FDN60,OUT049,1577.9460000000001
541,FDM09,OUT019,509.337
542,FDP46,OUT049,697.7584
543,FDB50,OUT019,229.701
544,NCQ29,OUT049,2603.278
545,FDP16,OUT027,7150.691999999999
546,FDX33,OUT018,4492.8184
547,FDP07,OUT010,379.506
548,FDN22,OUT046,6308.455
549,FDF39,OUT049,3709.8376
550,FDS21,OUT017,410.1328
551,NCM42,OUT013,958.752
552,FDK50,OUT019,165.7842
553,DRF13,OUT027,4414.254
554,FDH35,OUT018,778.9860000000001
555,FDP60,OUT018,2463.46
556,DRJ49,OUT027,3410.2276
557,NCT42,OUT019,296.9468
558,FDE38,OUT049,2367.5848
559,FDI04,OUT049,4138.6128
560,NCH54,OUT045,3994.8
561,FDT56,OUT049,1151.1682
562,DRD15,OUT018,4500.808
563,FDV58,OUT013,3142.5759999999996
564,FDP21,OUT049,3942.8676
565,FDH05,OUT013,5742.525
566,FDR10,OUT027,3797.7232
567,NCP06,OUT045,2354.2688
568,FDF33,OUT049,1262.3568
569,DRK37,OUT013,3605.3070000000002
570,DRH49,OUT045,755.0172
571,FDT58,OUT013,2181.1608
572,FDD41,OUT018,1869.5664
573,FDP40,OUT018,1547.3192
574,FDM51,OUT027,1973.4312
575,FDO45,OUT010,93.212
576,FDW33,OUT010,412.796
577,FDY24,OUT045,1105.228
578,FDB10,OUT010,520.6556
579,FDM40,OUT035,575.2512
580,NCI06,OUT017,4028.09
581,FDW12,OUT019,145.8102
582,FDX48,OUT027,3285.723
583,NCW05,OUT027,1810.976
584,FDX27,OUT017,1737.7379999999998
585,DRM37,OUT045,3769.7596
586,FDA38,OUT045,4040.7402
587,FDR36,OUT046,838.908
588,FDZ45,OUT046,3338.987
589,FDG05,OUT017,2659.8709999999996
590,FDK28,OUT013,2885.5772
591,FDV47,OUT045,1845.5976
592,FDN21,OUT045,1611.236
593,FDP20,OUT027,5353.6978
594,FDI35,OUT045,4544.085
595,DRY23,OUT013,426.11199999999997
596,FDA56,OUT017,2071.3038
597,FDB09,OUT013,1238.388
598,NCO26,OUT027,4434.228
599,FDQ49,OUT018,782.315
600,FDI52,OUT027,2543.356
601,FDZ44,OUT027,3205.1612
602,FDZ09,OUT018,3111.9492
603,FDY03,OUT049,2908.2144
604,NCG42,OUT017,1780.3492
605,DRI13,OUT027,6769.8544
606,FDQ32,OUT013,1867.569
607,FDW16,OUT035,1348.245
608,FDU27,OUT046,1470.0864
609,FDR28,OUT010,628.5152
610,FDQ49,OUT010,762.341
611,FDS37,OUT046,2548.6824
612,FDW26,OUT018,1496.0526
613,FDX12,OUT018,3605.3070000000002
614,NCP06,OUT013,2428.8384
615,FDW45,OUT010,291.6204
616,NCN30,OUT049,868.8689999999999
617,FDN24,OUT049,873.5296
618,NCL41,OUT027,970.7364
619,FDR02,OUT019,222.3772
620,FDD09,OUT010,539.298
621,FDS33,OUT010,259.66200000000003
622,FDU22,OUT045,508.6712
623,FDI53,OUT013,2659.8709999999996
624,DRH01,OUT049,5000.8238
625,FDX32,OUT013,2311.6576
626,NCP30,OUT018,377.5086
627,FDB60,OUT045,2138.5496
628,FDB14,OUT049,1677.816
629,NCP02,OUT035,615.1992
630,FDJ10,OUT017,1826.2894
631,FDG34,OUT046,2572.6512
632,NCB18,OUT017,1416.8224
633,FDM16,OUT049,451.4124
634,FDW25,OUT018,852.2239999999999
635,FDB35,OUT010,87.2198
636,DRN11,OUT013,1596.5884
637,FDF41,OUT019,529.9768
638,FDH16,OUT045,1691.132
639,NCQ50,OUT018,5001.4896
640,DRH23,OUT018,703.0848
641,DRJ37,OUT013,2580.6408
642,DRJ24,OUT027,7033.5112
643,FDY16,OUT035,3831.0132
644,FDQ27,OUT045,323.5788
645,FDZ33,OUT045,1182.4608
646,FDF29,OUT045,1705.1138
647,FDA08,OUT049,2120.573
648,FDG31,OUT046,960.7494
649,FDE34,OUT019,185.7582
650,NCR30,OUT027,1290.3204
651,FDV33,OUT035,4649.9472
652,DRZ24,OUT018,829.5868
653,NCL54,OUT035,3677.2134
654,FDR12,OUT049,2241.7486
655,NCC54,OUT046,3615.2940000000003
656,DRN59,OUT013,1039.9796
657,FDX50,OUT019,218.3824
658,FDV31,OUT027,3705.177
659,NCA29,OUT027,7152.0236
660,FDW60,OUT049,1422.1488
661,FDX08,OUT017,1653.8472
662,DRD49,OUT013,5375.0034
663,FDD33,OUT046,3169.208
664,FDW35,OUT013,1468.089
665,FDJ36,OUT017,205.0664
666,FDV51,OUT035,1022.6688
667,FDW36,OUT046,1697.79
668,FDH35,OUT046,1315.6208
669,NCS30,OUT027,3195.84
670,FDN49,OUT017,1230.3984
671,FDL08,OUT018,3848.324
672,FDI09,OUT013,5033.448
673,FDP19,OUT018,1981.4208
674,FDU21,OUT010,67.9116
675,NCP41,OUT045,1393.5194
676,FDY10,OUT013,801.6232
677,FDP12,OUT018,446.7518
678,NCN26,OUT049,2548.6824
679,FDK44,OUT013,2093.2752
680,FDC28,OUT049,1065.28
681,FDJ41,OUT027,6574.775
682,NCT29,OUT035,2503.408
683,NCH42,OUT019,229.701
684,FDU60,OUT018,3828.35
685,FDS02,OUT045,2940.1728
686,FDC51,OUT046,1780.3492
687,FDU03,OUT013,3872.9586
688,FDX39,OUT045,5145.3024
689,NCY05,OUT010,71.9064
690,NCL06,OUT027,5697.9164
691,FDD32,OUT035,1118.5439999999999
692,NCN41,OUT045,579.246
693,NCX53,OUT049,3006.087
694,FDU57,OUT019,451.4124
695,FDQ23,OUT046,1845.5976
696,FDQ52,OUT045,4221.8378
697,FDC14,OUT045,319.584
698,FDY09,OUT035,4027.4242
699,FDQ28,OUT045,3354.3004
700,FDV25,OUT046,6852.4136
701,FDJ07,OUT035,1747.725
702,DRB25,OUT049,1065.28
703,FDK52,OUT019,677.1186
704,FDY52,OUT027,1534.0032
705,FDB28,OUT046,2731.1116
706,FDT36,OUT035,265.6542
707,FDV25,OUT017,5747.1856
708,NCN07,OUT027,2783.0440000000003
709,FDC57,OUT017,6641.355
710,FDQ03,OUT018,1607.9070000000002
711,FDU23,OUT017,4074.696
712,NCX41,OUT035,631.1784
713,NCD06,OUT035,1222.4088
714,FDW08,OUT045,529.311
715,NCU29,OUT017,3515.4240000000004
716,NCE06,OUT013,1617.894
717,FDV52,OUT010,142.4812
718,FDB02,OUT017,2676.5159999999996
719,NCR18,OUT045,639.168
720,FDK16,OUT049,925.462
721,NCQ29,OUT010,784.9782
722,FDZ01,OUT019,203.7348
723,FDW27,OUT035,1571.2879999999998
724,FDD17,OUT018,3193.8426
725,FDW39,OUT013,3691.1952
726,DRH59,OUT045,834.9132
727,FDS52,OUT013,1120.5414
728,FDU40,OUT027,3078.6592
729,NCF54,OUT013,517.3266
730,FDH46,OUT045,1619.2256
731,NCP14,OUT049,2870.9296
732,FDH50,OUT049,3379.6008
733,DRF15,OUT010,307.5996
734,FDV27,OUT027,1845.5976
735,NCJ06,OUT049,1332.9316
736,FDN02,OUT018,3145.905
737,FDQ51,OUT049,307.5996
738,FDQ07,OUT017,5206.556
739,FDS45,OUT049,2087.283
740,NCJ06,OUT045,759.012
741,FDD36,OUT035,1540.6612
742,FDY25,OUT045,3259.7568
743,FDU52,OUT046,3089.312
744,DRK47,OUT017,2055.3246
745,NCL30,OUT017,642.497
746,FDN22,OUT035,5960.2416
747,NCF30,OUT027,4916.933
748,FDK03,OUT035,6855.0768
749,FDT45,OUT017,1301.639
750,NCC54,OUT027,3297.7074
751,FDP08,OUT018,3630.6074
752,FDU44,OUT046,483.3708
753,DRG39,OUT035,1454.1072
754,FDU32,OUT049,2892.2352
755,FDY27,OUT049,1593.9252
756,NCP54,OUT013,1583.9382
757,NCZ41,OUT049,1867.569
758,DRL49,OUT013,3545.385
759,FDI05,OUT018,1655.1788
760,FDY56,OUT045,7222.5984
761,DRC13,OUT013,5022.7952
762,NCV29,OUT017,1263.0226
763,FDR24,OUT049,1669.8264
764,FDZ34,OUT018,3861.64
765,FDP37,OUT035,3652.5788
766,FDX08,OUT027,7968.2944
767,FDS57,OUT045,2348.9424
768,NCG18,OUT049,2732.4432
769,FDK25,OUT018,2960.1468
770,FDH53,OUT049,1438.128
771,DRI59,OUT018,3197.1716
772,FDA52,OUT046,3339.6528
773,FDT20,OUT010,78.5644
774,FDE36,OUT019,328.9052
775,FDI24,OUT017,2626.5809999999997
776,FDB28,OUT018,4761.8016
777,FDV11,OUT017,1605.9096
778,FDP01,OUT046,1829.6184
779,FDD34,OUT027,906.8196
780,FDJ50,OUT027,1821.6288
781,FDZ44,OUT013,361.5294
782,DRO59,OUT035,1138.518
783,DRB48,OUT045,314.2576
784,FDR21,OUT018,1058.622
