,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
480,FDX02,OUT045,3622.2252523625384
481,NCS42,OUT018,1231.0013689212192
482,FDY57,OUT027,2610.6541564894687
483,FDB21,OUT049,3913.6051730707372
484,FDE28,OUT017,3890.5576682928454
485,FDQ55,OUT017,1930.8766472900945
486,FDA48,OUT049,3765.6042998808193
487,FDZ19,OUT045,2782.477769517314
488,NCC43,OUT045,3791.104663813923
489,NCV18,OUT046,1324.683290857799
490,NCA42,OUT018,2310.946157811099
491,FDY45,OUT046,4024.546355672634
492,NCC30,OUT045,2786.392674382131
493,FDM57,OUT013,1348.5793417457428
494,FDL09,OUT010,419.48924024058414
495,FDB09,OUT027,3358.6204942976165
496,FDT44,OUT035,1911.684017366212
497,NCT06,OUT027,4135.754262134977
498,FDX26,OUT049,3181.6439997783036
499,FDK32,OUT013,2504.2813030057932
500,DRA12,OUT046,2185.1407079344685
501,FDO46,OUT010,509.1478927990452
502,FDE52,OUT013,1344.7744906182631
503,NCH42,OUT045,3841.434175700751
504,FDV08,OUT035,745.1000266316588
505,FDB47,OUT018,3125.4090116595553
506,FDC28,OUT010,356.00329725793284
507,FDD22,OUT046,1861.6104853704664
508,FDS07,OUT027,3095.3510224203546
509,DRI13,OUT045,3360.8877824293304
510,FDG32,OUT018,3300.027066234485
511,FDU14,OUT017,4277.104527756171
512,FDD28,OUT019,84.37373928058749
513,NCP41,OUT017,1717.0464078677946
514,FDS08,OUT049,2847.874181787904
515,FDX47,OUT045,2562.4915655556797
516,FDC53,OUT019,354.2711924575334
517,FDQ19,OUT035,4121.283520409447
518,FDL14,OUT045,2434.637623524269
519,FDM33,OUT019,600.8669031622998
520,FDA51,OUT045,1804.5535865194593
521,FDZ27,OUT018,584.4865472430182
522,FDT04,OUT046,645.9501061912681
523,DRC13,OUT049,2073.0878777191933
524,FDR16,OUT027,5455.264910385899
525,FDQ03,OUT027,6114.33018685094
526,FDE38,OUT035,2810.855731504484
527,DRH23,OUT027,1666.8761780338505
528,FDT11,OUT019,462.7927955884961
529,FDD09,OUT035,3096.551351876375
530,FDR40,OUT045,1313.2453204070066
531,FDX07,OUT017,3246.6076433472567
532,FDR07,OUT035,1558.1396706078287
533,FDA51,OUT017,1903.619162609977
534,FDT59,OUT019,713.4392643395377
535,FDF20,OUT017,3219.4499242491347
536,FDR13,OUT045,1839.0301942808665
537,FDY26,OUT049,3543.1322652329936
538,FDW04,OUT017,2148.5413993665547
539,FDK52,OUT017,3907.543339730025
540,FDN60,OUT049,2631.0802265348657
541,FDM09,OUT019,450.61770421626676
542,FDP46,OUT049,1362.3141394826343
543,FDB50,OUT019,289.1321157741064
544,NCQ29,OUT049,4111.022234978553
545,FDP16,OUT027,6096.473761313982
546,FDX33,OUT018,2322.804047841989
547,FDP07,OUT010,472.8100535678665
548,FDN22,OUT046,3993.5213111097114
549,FDF39,OUT049,4072.0822708176006
550,FDS21,OUT017,1041.9892740016037
551,NCM42,OUT013,1644.678557122312
552,FDK50,OUT019,409.0738666733558
553,DRF13,OUT027,3763.7747282142227
554,FDH35,OUT018,2291.0906597574694
555,FDP60,OUT018,1362.42047049129
556,DRJ49,OUT027,3274.8007088819195
557,NCT42,OUT019,334.39999507721143
558,FDE38,OUT049,2746.5991882186363
559,FDI04,OUT049,3185.3850992342195
560,NCH54,OUT045,2519.0352514745105
561,FDT56,OUT049,936.3101613780078
562,DRD15,OUT018,3194.85501233147
563,FDV58,OUT013,3136.4790040183325
564,FDP21,OUT049,3237.355062196299
565,FDH05,OUT013,3726.5973429748856
566,FDR10,OUT027,4141.177661268437
567,NCP06,OUT045,2402.5282531344574
568,FDF33,OUT049,1670.5399747079025
569,DRK37,OUT013,3136.4790040183325
570,DRH49,OUT045,1305.068797424218
571,FDT58,OUT013,2687.830407369302
572,FDD41,OUT018,1417.867220919603
573,FDP40,OUT018,1594.0990967128798
574,FDM51,OUT027,2717.914583796604
575,FDO45,OUT010,238.805714767763
576,FDW33,OUT010,343.07070567143313
577,FDY24,OUT045,888.8389712901435
578,FDB10,OUT010,502.21518190246644
579,FDM40,OUT035,2171.422258435362
580,NCI06,OUT017,3010.1831670259808
581,FDW12,OUT019,252.27121817135327
582,FDX48,OUT027,3778.4170515047945
583,NCW05,OUT027,2683.402075888351
584,FDX27,OUT017,1550.0748158515937
585,DRM37,OUT045,2932.9617687455816
586,FDA38,OUT045,3860.08184459775
587,FDR36,OUT046,670.5002457875047
588,FDZ45,OUT046,3171.3970504776107
589,FDG05,OUT017,2619.913925237316
590,FDK28,OUT013,4211.737505381044
591,FDV47,OUT045,1291.565110660772
592,FDN21,OUT045,2523.9033956097087
593,FDP20,OUT027,3410.78224464692
594,FDI35,OUT045,3001.2512402761095
595,DRY23,OUT013,651.3737529218355
596,FDA56,OUT017,2107.3347842163325
597,FDB09,OUT013,2014.1648744729623
598,NCO26,OUT027,2961.6857087604017
599,FDQ49,OUT018,2212.0412658090863
600,FDI52,OUT027,3236.809963460635
601,FDZ44,OUT027,3114.069601370354
602,FDZ09,OUT018,2321.6549352176844
603,FDY03,OUT049,1917.7501486599558
604,NCG42,OUT017,2206.243781625898
605,DRI13,OUT027,5386.3175080923365
606,FDQ32,OUT013,2071.2023039079463
607,FDW16,OUT035,1494.7072965086081
608,FDU27,OUT046,800.9816530996419
609,FDR28,OUT010,425.755971921248
610,FDQ49,OUT010,371.6043569326136
611,FDS37,OUT046,1882.8940853731972
612,FDW26,OUT018,3140.361660441986
613,FDX12,OUT018,3404.137415438693
614,NCP06,OUT013,2480.9761657343342
615,FDW45,OUT010,286.9418952534902
616,NCN30,OUT049,1603.716978830209
617,FDN24,OUT049,865.7916941814407
618,NCL41,OUT027,1038.0584808898293
619,FDR02,OUT019,366.6485290457711
620,FDD09,OUT010,438.6755465594724
621,FDS33,OUT010,238.5897248292336
622,FDU22,OUT045,1907.2516449569748
623,FDI53,OUT013,2606.181954055419
624,DRH01,OUT049,2854.8608204756774
625,FDX32,OUT013,2149.231280738256
626,NCP30,OUT018,464.0084750342816
627,FDB60,OUT045,2959.475237928974
628,FDB14,OUT049,1503.1490508960837
629,NCP02,OUT035,984.267049111474
630,FDJ10,OUT017,2127.3636143367135
631,FDG34,OUT046,1897.468257445798
632,NCB18,OUT017,1422.429631105407
633,FDM16,OUT049,1162.895732349483
634,FDW25,OUT018,1153.766772646176
635,FDB35,OUT010,242.8275518405763
636,DRN11,OUT013,2144.355601652575
637,FDF41,OUT019,475.1483565065979
638,FDH16,OUT045,1291.565110660772
639,NCQ50,OUT018,3083.0541323966213
640,DRH23,OUT018,742.908417180556
641,DRJ37,OUT013,2457.394101219328
642,DRJ24,OUT027,5120.473782210747
643,FDY16,OUT035,3196.7549571934746
644,FDQ27,OUT045,1612.495761118441
645,FDZ33,OUT045,2383.7177883206755
646,FDF29,OUT045,2080.8595045276493
647,FDA08,OUT049,2632.6958333941498
648,FDG31,OUT046,1037.128036473875
649,FDE34,OUT019,493.9092188390542
650,NCR30,OUT027,1975.0001179989645
651,FDV33,OUT035,4200.642537449761
652,DRZ24,OUT018,1737.866054336113
653,NCL54,OUT035,2862.9946821837266
654,FDR12,OUT049,2878.420064006672
655,NCC54,OUT046,3740.6405800444186
656,DRN59,OUT013,764.9952495097928
657,FDX50,OUT019,356.00329725793284
658,FDV31,OUT027,4894.570117584243
659,NCA29,OUT027,4666.304984751225
660,FDW60,OUT049,2872.2012730229517
661,FDX08,OUT017,3241.7319642615757
662,DRD49,OUT013,3807.919879746574
663,FDD33,OUT046,3859.79444084857
664,FDW35,OUT013,657.3041136628032
665,FDJ36,OUT017,1662.9289832413579
666,FDV51,OUT035,2809.8228221650056
667,FDW36,OUT046,1613.9336673140742
668,FDH35,OUT046,2581.6318144591824
669,NCS30,OUT027,3240.9271010982548
670,FDN49,OUT017,680.3082742088568
671,FDL08,OUT018,3292.8737712911093
672,FDI09,OUT013,3981.4030240579455
673,FDP19,OUT018,1884.1761459000068
674,FDU21,OUT010,39.197999442862155
675,NCP41,OUT045,1599.7085813376502
676,FDY10,OUT013,1858.460241473532
677,FDP12,OUT018,433.0236534658436
678,NCN26,OUT049,1959.6962122580276
