Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCG06,OUT045,3807.382895
DRC36,OUT045,2743.176164
FDV21,OUT019,325.0380171
FDB53,OUT046,2406.283764
DRP47,OUT019,483.0444524
FDA14,OUT013,2355.466335
DRC24,OUT035,2477.513265
FDW21,OUT018,1380.055122
NCH29,OUT046,1478.594065
FDU58,OUT013,2994.770921
FDY27,OUT017,2789.012033
FDV56,OUT035,1729.074484
FDT59,OUT046,3725.700401
FDB23,OUT046,3626.165297
FDR49,OUT045,698.625106
FDB03,OUT010,539.1646178
FDN39,OUT045,2502.671192
FDX02,OUT027,5504.931584
FDQ16,OUT027,2711.062768
FDU35,OUT018,1418.32734
NCT29,OUT013,1977.720772
FDZ27,OUT046,736.5386477
FDN57,OUT017,2020.221014
FDA03,OUT018,2144.147486
FDZ36,OUT045,2941.525732
NCU05,OUT013,1211.629944
FDT39,OUT018,2134.702443
FDK60,OUT017,1483.451656
FDZ25,OUT017,2811.010578
FDG12,OUT046,2037.398844
DRB01,OUT019,409.9796858
NCC43,OUT027,5653.179399
FDX13,OUT019,522.350373
FDM22,OUT049,809.9807585
FDJ03,OUT027,1310.717115
FDU14,OUT018,3390.981399
FDB33,OUT010,346.1800451
FDP27,OUT046,3009.540881
FDO38,OUT010,276.6304775
FDE28,OUT027,5643.911814
FDO27,OUT035,1477.500397
DRL23,OUT027,2610.980798
FDS28,OUT046,839.0459428
FDX24,OUT013,1488.696486
FDZ02,OUT035,1530.416038
FDL46,OUT045,1763.891436
FDS60,OUT027,4471.13542
NCO06,OUT017,582.2048786
FDO16,OUT035,1319.115264
FDC60,OUT049,1299.666763
FDA48,OUT018,3083.255942
FDZ36,OUT027,4935.956346
FDK27,OUT045,1936.014458
FDW23,OUT018,456.8858442
FDM14,OUT018,1411.164692
FDM14,OUT013,1669.546243
FDW60,OUT018,2482.785523
FDE21,OUT013,1834.071668
NCM42,OUT035,1727.742373
FDY59,OUT010,173.5772364
DRI49,OUT049,1281.1729
FDT28,OUT019,291.8968679
FDQ22,OUT018,410.1720959
FDR60,OUT049,1300.711308
FDC50,OUT019,172.9616192
FDV24,OUT013,2407.687249
DRF48,OUT010,441.3354744
FDQ47,OUT046,619.6937299
DRN36,OUT049,1477.398013
NCY06,OUT035,2065.52816
FDE52,OUT035,1364.38301
NCB54,OUT045,1966.003255
NCF31,OUT035,2454.630284
FDJ08,OUT027,4919.389436
NCC07,OUT017,1672.18283
NCD19,OUT027,1506.717597
FDL46,OUT049,1838.937318
FDM20,OUT045,3686.97226
NCI06,OUT010,366.3342925
DRM11,OUT035,4092.350277
NCH07,OUT018,2299.581087
FDS23,OUT013,2020.831934
FDO49,OUT018,539.1875375
FDS35,OUT049,999.4856889
DRK39,OUT045,1229.481743
DRI39,OUT049,839.9690751
FDV04,OUT017,2552.729726
NCN14,OUT035,3033.748989
FDH08,OUT013,3725.700401
FDS20,OUT046,2981.154266
FDV40,OUT049,1146.700004
FDZ48,OUT010,264.9689875
FDS24,OUT027,2205.227717
FDK44,OUT049,2798.004842
FDS48,OUT045,2380.846232
FDK26,OUT010,406.7321791
FDD23,OUT045,2929.573094
NCH54,OUT017,2554.13321
NCP14,OUT010,208.1713606
FDM60,OUT010,66.29149948
FDV24,OUT017,2410.323836
FDH08,OUT018,3303.67984
FDS12,OUT027,3296.477739
FDR39,OUT027,4721.618704
FDP12,OUT027,992.988318
DRF60,OUT027,5644.314602
FDC09,OUT035,1729.074484
FDF50,OUT018,2725.538419
FDG28,OUT035,4006.302238
NCE19,OUT017,850.31193
NCM53,OUT010,247.8465255
NCN18,OUT049,1674.411893
FDF32,OUT035,3278.204595
FDF11,OUT013,3734.531607
DRI59,OUT049,3516.898504
NCG54,OUT035,2847.352059
FDM44,OUT046,1653.921854
FDT57,OUT018,3303.67984
FDV24,OUT046,2407.687249
FDI50,OUT019,474.8622255
FDS09,OUT035,777.2086228
NCC31,OUT027,4018.021305
FDQ07,OUT019,478.1097322
FDC22,OUT017,2987.03836
FDZ56,OUT046,2809.706102
FDZ40,OUT019,94.61005518
FDS46,OUT027,2646.675225
DRD24,OUT045,2085.202244
FDV45,OUT017,2987.441147
FDL26,OUT045,2454.897103
FDA56,OUT018,1787.611315
FDN27,OUT046,1820.246189
FDM20,OUT049,3706.718906
FDO16,OUT017,1280.399484
FDL03,OUT035,3047.91768
FDE58,OUT046,1822.773195
FDI02,OUT027,2719.20417
NCC55,OUT019,89.6454156
FDR03,OUT018,2923.508671
FDB14,OUT017,1483.451656
FDR45,OUT013,3733.199496
NCN07,OUT017,2025.06736
FDM51,OUT019,176.0091405
FDT52,OUT027,5653.145808
FDL26,OUT046,2407.687249
NCZ42,OUT046,3734.531607
DRI47,OUT019,305.466784
FDW40,OUT013,2145.760322
FDN34,OUT046,2814.571753
FDS01,OUT035,2869.234343
NCG55,OUT045,1768.737781
FDC11,OUT035,1273.354907
FDX35,OUT018,3260.384573
NCB06,OUT046,2551.496622
FDR09,OUT019,555.0266432
FDC53,OUT017,1491.333073
FDY45,OUT013,3862.104959
FDA22,OUT010,359.4275602
FDE02,OUT035,1471.275601
FDW21,OUT045,1557.629385
FDV34,OUT046,1146.700004
FDS59,OUT049,1658.24777
NCW17,OUT017,2069.400244
NCK54,OUT046,1821.67218
FDG17,OUT019,483.6934318
FDG35,OUT017,2817.20834
FDD08,OUT010,0
NCO07,OUT017,3243.195226
FDJ10,OUT010,249.634948
FDW36,OUT017,1657.234064
FDW21,OUT010,193.3221353
FDY19,OUT017,1826.605834
DRE03,OUT013,740.4911216
NCC55,OUT049,633.3864319
FDH52,OUT010,144.1035694
FDO09,OUT017,3847.138985
FDU43,OUT045,3682.125915
FDX09,OUT010,360.5365282
FDH40,OUT019,256.4395923
FDW58,OUT017,1677.048481
FDC47,OUT017,3698.925448
NCR41,OUT035,1582.45519
DRG49,OUT035,4007.302935
FDC52,OUT027,4013.855949
FDY13,OUT046,1131.075615
FDY35,OUT013,645.7552675
FDI35,OUT017,2988.637199
NCU18,OUT049,2141.109331
FDY33,OUT018,2299.581087
FDC15,OUT027,4110.751148
FDU01,OUT049,3000.968683
NCU42,OUT046,2809.706102
NCV29,OUT018,2506.816457
NCY30,OUT017,2998.739619
FDQ46,OUT049,1668.988708
FDG58,OUT027,4007.72353
FDK33,OUT017,3243.195226
NCD07,OUT045,1763.891436
NCX29,OUT027,4007.72353
NCT42,OUT013,2417.985024
DRN59,OUT035,750.9162502
FDI44,OUT035,1312.344243
FDA45,OUT049,2798.004842
FDP31,OUT045,980.2453074
FDY01,OUT046,1822.370408
FDT09,OUT018,1787.611315
DRH03,OUT027,2483.623269
FDA36,OUT018,2690.300198
NCF31,OUT017,2409.323139
FDG14,OUT049,2406.686551
FDG28,OUT027,5653.145808
FDU14,OUT049,3776.782697
FDY47,OUT019,240.823994
FDI56,OUT049,1409.934832
DRD01,OUT013,783.8247992
FDM22,OUT046,845.4304561
FDH33,OUT013,642.8329206
DRZ24,OUT013,1823.773892
NCQ38,OUT046,1669.546243
FDO16,OUT027,2199.266263
FDU07,OUT027,4003.072539
NCB07,OUT013,2985.805257
FDU48,OUT045,1977.955893
NCM43,OUT045,2504.187023
FDR31,OUT010,243.9763145
DRK49,OUT018,416.8618675
NCI30,OUT010,488.3444227
DRD60,OUT017,2930.583689
NCG19,OUT046,3696.288861
FDH12,OUT035,1707.1922
FDM32,OUT035,1548.224727
FDM27,OUT035,2525.72821
NCU53,OUT027,4169.254788
NCQ18,OUT046,1561.332026
FDS10,OUT013,2799.603681
FDB33,OUT027,4130.158675
FDI12,OUT013,1278.703958
NCW42,OUT013,3528.834551
NCC06,OUT018,1786.279203
FDW02,OUT017,2017.361092
NCD43,OUT017,1672.18283
FDM57,OUT018,1113.046914
FDA58,OUT017,3700.328932
FDK56,OUT046,2984.401772
FDP52,OUT045,3693.719179
FDW20,OUT018,1787.611315
FDS52,OUT049,1595.126751
NCT29,OUT018,1758.660059
NCL54,OUT013,2799.408327
FDC05,OUT045,2915.849474
FDF34,OUT035,3055.631273
FDP03,OUT027,3289.507174
FDD32,OUT010,233.5681729
FDZ10,OUT045,1979.79147
FDZ40,OUT035,871.8147521
FDD51,OUT018,491.2179268
NCY30,OUT019,365.3335954
FDP58,OUT017,3321.555971
FDV49,OUT017,3911.650265
FDY24,OUT019,93.59807189
NCO55,OUT017,1661.885055
FDR13,OUT017,1835.376144
FDS51,OUT017,977.0677764
FDP26,OUT045,1596.310734
NCB54,OUT027,3296.880526
FDF32,OUT017,2988.441844
FDN31,OUT018,2693.664161
DRM48,OUT017,596.674365
FDN20,OUT049,2809.706102
DRL01,OUT046,3730.566051
FDV56,OUT049,1669.546243
DRH13,OUT027,2721.165189
FDA03,OUT017,2401.616871
FDF47,OUT027,5517.288843
FDX32,OUT046,2407.687249
FDX57,OUT049,1477.398013
NCA30,OUT045,2930.573791
FDO49,OUT013,742.8096794
FDL04,OUT019,192.7401925
DRM48,OUT035,600.4210409
FDR16,OUT013,3230.260863
NCC19,OUT018,2750.141815
NCE42,OUT045,3703.577846
FDY24,OUT017,848.9084458
FDH19,OUT049,2795.880623
FDJ46,OUT013,2798.407629
FDN45,OUT010,478.1097322
FDY08,OUT035,2012.695951
FDZ37,OUT035,1337.609126
NCT30,OUT045,709.9087282
DRY23,OUT018,489.1489957
NCZ30,OUT018,1787.611315
FDC44,OUT018,1652.453573
FDB45,OUT035,1729.074484
FDY04,OUT013,2509.181374
FDM27,OUT046,2560.278566
FDZ43,OUT017,3704.509148
FDT39,OUT019,312.0055235
NCC06,OUT019,249.4053181
FDL15,OUT027,4002.999774
FDL57,OUT017,3893.157193
FDU08,OUT046,1571.701175
FDK40,OUT017,3827.452998
FDQ12,OUT010,474.8622255
FDS48,OUT017,2419.2895
FDP09,OUT045,3175.224752
FDW21,OUT049,1577.898937
FDY25,OUT035,2987.475343
DRE13,OUT017,1297.561235
FDV43,OUT019,98.6452891
FDD22,OUT045,1613.757243
FDM46,OUT019,185.5793007
NCO30,OUT010,436.4698237
FDM25,OUT046,2794.757336
NCN41,OUT049,2021.234721
FDU24,OUT045,1441.186534
FDZ50,OUT046,2978.098989
FDP45,OUT013,3778.966996
NCM54,OUT045,1966.003255
FDW10,OUT019,360.5365282
FDP20,OUT017,2023.871308
FDK32,OUT046,2406.686551
FDN52,OUT049,1299.666763
FDM58,OUT045,1616.804519
FDZ46,OUT027,2710.867413
NCA18,OUT018,1592.728412
FDD35,OUT046,2032.533193
NCK31,OUT035,788.9798828
FDI40,OUT027,2586.056482
FDT50,OUT019,170.4335281
NCT06,OUT046,2551.691977
FDT31,OUT035,3055.631273
FDT45,OUT049,784.009922
FDT13,OUT045,2938.495657
FDO50,OUT045,1372.029019
NCU18,OUT010,253.5583357
NCR54,OUT049,2985.805257
NCO18,OUT018,2482.785523
FDU09,OUT045,809.7695296
FDT13,OUT018,2662.234635
FDE09,OUT046,1679.286484
NCK53,OUT019,185.4190956
FDG45,OUT049,3245.424289
DRH15,OUT035,613.4917231
FDO21,OUT019,504.5998701
FDD14,OUT027,4919.389436
FDC09,OUT046,1669.546243
FDH45,OUT027,1158.783411
FDV32,OUT046,1009.521721
FDG12,OUT035,1893.599909
FDS32,OUT013,2016.908805
NCL55,OUT018,3376.149447
DRE01,OUT035,3975.17841
DRE15,OUT049,1290.838898
NCL42,OUT045,3686.97226
FDP31,OUT013,985.7519472
FDN33,OUT018,1336.462804
FDZ59,OUT046,2551.496622
FDE45,OUT010,361.9400125
FDJ07,OUT013,1827.690185
FDQ45,OUT018,2685.434547
FDM33,OUT027,5255.310532
FDO15,OUT010,196.0192568
FDM46,OUT013,1479.411584
FDR03,OUT045,3176.569781
FDY49,OUT018,2251.696352
FDQ60,OUT045,1784.145358
FDW10,OUT049,2814.571753
FDO51,OUT049,651.5181636
FDJ40,OUT018,1441.593522
FDS20,OUT018,2689.01317
FDU45,OUT013,1754.859207
FDV02,OUT035,2834.994801
FDN09,OUT046,3706.718906
NCM55,OUT027,4920.79292
FDN23,OUT018,2149.313539
FDY31,OUT010,242.6575727
FDW03,OUT010,190.8564093
FDD14,OUT046,2984.401772
FDV23,OUT017,2024.872005
DRI03,OUT045,2747.933371
FDN13,OUT035,1553.196044
FDF45,OUT027,1652.647658
FDU46,OUT035,1337.609126
FDB57,OUT049,3758.874846
FDV12,OUT049,1577.898937
FDQ58,OUT013,2417.985024
NCA18,OUT017,1821.759489
FDH52,OUT049,973.2247896
FDM24,OUT018,2204.331803
NCP43,OUT027,4691.152982
NCO18,OUT019,324.0190441
FDM32,OUT017,1491.333073
NCL07,OUT017,550.6472838
FDK03,OUT013,3800.777917
FDP59,OUT017,1657.234064
FDQ24,OUT049,3817.167316
FDQ16,OUT018,1442.789573
FDU44,OUT013,2506.981977
FDH28,OUT010,75.24843963
FDV28,OUT019,86.07411765
FDM22,OUT045,824.7268204
FDR56,OUT046,2985.805257
FDV39,OUT049,2994.5872
FDU37,OUT019,256.4395923
FDQ11,OUT010,621.4821717
FDX02,OUT045,3572.162783
NCS42,OUT018,1281.388634
FDY57,OUT027,2473.638073
FDB21,OUT049,3705.120067
FDE28,OUT017,3698.925448
FDQ55,OUT017,1836.708255
FDA48,OUT049,3609.598387
FDZ19,OUT045,2744.176861
NCC43,OUT045,3733.44308
NCV18,OUT046,1282.576384
NCA42,OUT018,2233.541707
FDY45,OUT046,3857.239309
NCC30,OUT045,2750.766616
FDM57,OUT013,1278.703958
FDL09,OUT010,341.1947767
FDB09,OUT027,3293.230232
FDT44,OUT035,1871.717625
NCT06,OUT027,4120.056254
FDX26,OUT049,2978.098989
FDK32,OUT013,2406.686551
DRA12,OUT046,2145.955677
FDO46,OUT010,436.4698237
FDE52,OUT013,1259.189213
NCH42,OUT045,3678.141054
FDV08,OUT035,690.4555974
FDB47,OUT018,2938.119767
FDC28,OUT010,266.3724718
FDD22,OUT046,1823.773892
FDS07,OUT027,2647.675922
DRI13,OUT045,3273.013269
FDG32,OUT018,3242.446242
FDU14,OUT017,3779.419284
FDD28,OUT019,103.2394551
NCP41,OUT017,1706.413293
FDS08,OUT049,2794.757336
FDX47,OUT045,2496.460511
FDC53,OUT019,196.639382
FDQ19,OUT035,4046.895499
FDL14,OUT045,2347.12917
FDM33,OUT019,478.1097322
FDA51,OUT045,1760.836159
FDZ27,OUT018,541.8997012
FDT04,OUT046,648.9133308
DRC13,OUT049,2016.908805
FDR16,OUT027,5165.248526
FDQ03,OUT027,5670.454407
FDE38,OUT035,2745.323003
DRH23,OUT027,1509.606849
FDT11,OUT019,410.382473
FDD09,OUT035,2869.234343
FDR40,OUT045,1236.251907
FDX07,OUT017,2998.739619
FDR07,OUT035,1528.758801
FDA51,OUT017,1817.300728
FDT59,OUT019,503.2677588
FDF20,OUT017,2988.637199
FDR13,OUT045,1775.132182
FDY26,OUT049,3217.227982
FDW04,OUT017,2020.221014
FDK52,OUT017,3700.328932
FDN60,OUT049,2551.496622
FDM09,OUT019,359.4275602
FDP46,OUT049,1292.440847
FDB50,OUT019,274.6109832
NCQ29,OUT049,3794.131513
FDP16,OUT027,5654.34186
FDX33,OUT018,2298.177603
FDP07,OUT010,441.3354744
FDN22,OUT046,3751.786241
FDF39,OUT049,3857.939603
FDS21,OUT017,970.9957264
NCM42,OUT013,1668.214132
FDK50,OUT019,334.5354462
DRF13,OUT027,4002.396916
FDH35,OUT018,2238.452442
FDP60,OUT018,1358.658085
DRJ49,OUT027,3308.178999
NCT42,OUT019,301.8816762
FDE38,OUT049,2590.518371
FDI04,OUT049,2985.805257
NCH54,OUT045,2496.265157
FDT56,OUT049,854.9044058
DRD15,OUT018,3285.382827
FDV58,OUT013,3000.968683
FDP21,OUT049,2996.103032
FDH05,OUT013,3697.692345
FDR10,OUT027,4130.158675
NCP06,OUT045,2352.651138
FDF33,OUT049,1669.546243
DRK37,OUT013,3000.968683
DRH49,OUT045,1250.976225
FDT58,OUT013,2591.519068
FDD41,OUT018,1470.89182
FDP40,OUT018,1427.487085
FDM51,OUT027,2714.783706
FDO45,OUT010,226.3429955
FDW33,OUT010,196.0151529
FDY24,OUT045,829.3810656
FDB10,OUT010,269.0514046
FDM40,OUT035,2136.220856
NCI06,OUT017,2929.387637
FDW12,OUT019,239.3253236
FDX48,OUT027,4007.918884
NCW05,OUT027,2709.463929
FDX27,OUT017,1474.341904
DRM37,OUT045,2930.573791
FDA38,OUT045,3708.243696
FDR36,OUT046,647.3152727
FDZ45,OUT046,3230.260863
FDG05,OUT017,2554.13321
FDK28,OUT013,3846.00596
FDV47,OUT045,1254.447937
FDN21,OUT045,2496.265157
FDP20,OUT027,3296.880526
FDI35,OUT045,2930.769146
DRY23,OUT013,642.8329206
FDA56,OUT017,2035.169781
FDB09,OUT013,1977.720772
NCO26,OUT027,2647.675922
FDQ49,OUT018,2243.298787
FDI52,OUT027,3297.881223
FDZ44,OUT027,2647.871277
FDZ09,OUT018,2299.581087
FDY03,OUT049,1848.913001
NCG42,OUT017,2025.06736
DRI13,OUT027,5265.608307
FDQ32,OUT013,2021.234721
FDW16,OUT035,1437.681044
FDU27,OUT046,771.5501656
FDR28,OUT010,320.5909274
FDQ49,OUT010,316.4424005
FDS37,OUT046,1818.447279
FDW26,OUT018,3079.090586
FDX12,OUT018,3312.511046
NCP06,OUT013,2407.882603
FDW45,OUT010,238.0065818
NCN30,OUT049,1488.696486
FDN24,OUT049,802.2493833
NCL41,OUT027,974.9165653
FDR02,OUT019,258.8615589
FDD09,OUT010,376.9242452
FDS33,OUT010,243.7410545
FDU22,OUT045,1934.474074
FDI53,OUT013,2550.093138
DRH01,OUT049,2799.408327
FDX32,OUT013,2145.760322
NCP30,OUT018,415.6940637
FDB60,OUT045,2952.766478
FDB14,OUT049,1480.815068
NCP02,OUT035,859.0341918
FDJ10,OUT017,2023.468521
FDG34,OUT046,1674.411893
NCB18,OUT017,1288.790925
FDM16,OUT049,1136.597583
FDW25,OUT018,1106.760405
FDB35,OUT010,169.9820964
DRN11,OUT013,2141.539037
FDF41,OUT019,472.8365521
FDH16,OUT045,1240.957556
NCQ50,OUT018,2923.012633
DRH23,OUT018,739.0316416
DRJ37,OUT013,2363.172603
DRJ24,OUT027,4919.389436
FDY16,OUT035,3033.748989
FDQ27,OUT045,1599.293247
FDZ33,OUT045,2352.455783
FDF29,OUT045,1960.201501
FDA08,OUT049,2550.495925
FDG31,OUT046,992.2628043
FDE34,OUT019,421.9713472
NCR30,OUT027,1982.19892
FDV33,OUT035,4156.686581
DRZ24,OUT018,1759.947086
NCL54,OUT035,2847.352059
FDR12,OUT049,2794.081713
NCC54,OUT046,3706.523551
DRN59,OUT013,742.4989241
FDX50,OUT019,257.26272
FDV31,OUT027,4476.462033
NCA29,OUT027,4439.831753
FDW60,OUT049,2809.706102
FDX08,OUT017,2998.739619
DRD49,OUT013,3696.288861
FDD33,OUT046,3696.288861
FDW35,OUT013,645.7552675
FDJ36,OUT017,1660.48157
FDV51,OUT035,2641.997637
FDW36,OUT046,1654.597476
FDH35,OUT046,2546.845631
NCS30,OUT027,3297.881223
FDN49,OUT017,654.2624806
FDL08,OUT018,3302.029683
FDI09,OUT013,3705.120067
FDP19,OUT018,1850.915099
FDU21,OUT010,14.90403717
NCP41,OUT045,1646.169331
FDY10,OUT013,1753.663155
FDP12,OUT018,391.0473811
NCN26,OUT049,1832.739556
FDK44,OUT013,2798.004842
FDC28,OUT049,1654.597476
FDJ41,OUT027,5733.038407
NCT29,OUT035,2065.52816
NCH42,OUT019,474.8622255
FDU60,OUT018,2278.474887
FDS02,OUT045,2922.867524
FDC51,OUT046,2028.367837
FDU03,OUT013,3010.944365
FDX39,OUT045,3170.305642
NCY05,OUT010,98.85056271
NCL06,OUT027,5766.319704
FDD32,OUT035,1319.115264
NCN41,OUT045,1966.003255
NCX53,OUT049,2190.288561
FDU57,OUT019,291.8968679
FDQ23,OUT046,1669.546243
FDQ52,OUT045,3718.718762
FDC14,OUT045,586.5217672
FDY09,OUT035,2869.234343
FDQ28,OUT045,2435.521794
FDV25,OUT046,3572.3485
FDJ07,OUT035,1887.218426
DRB25,OUT049,1659.248467
FDK52,OUT019,478.1097322
FDY52,OUT027,1733.741527
FDB28,OUT046,2978.098989
FDT36,OUT035,598.3085208
FDV25,OUT017,3750.212961
NCN07,OUT027,3298.076578
FDC57,OUT017,2983.790853
FDQ03,OUT018,3276.209649
FDU23,OUT017,2604.453431
NCX41,OUT035,3434.412408
NCD06,OUT035,777.5824002
FDW08,OUT045,1604.017002
NCU29,OUT017,2454.852074
NCE06,OUT013,2551.496622
FDV52,OUT010,212.8015981
FDB02,OUT017,2811.010578
NCR18,OUT045,610.1504713
FDK16,OUT049,1493.562136
NCQ29,OUT010,555.0266432
FDZ01,OUT019,198.8327414
FDW27,OUT035,2567.096264
FDD17,OUT018,3064.511744
FDW39,OUT013,2795.880623
DRH59,OUT045,1039.725511
FDS52,OUT013,1674.411893
FDU40,OUT027,4920.988275
NCF54,OUT013,2798.407629
FDH46,OUT045,1604.212356
NCP14,OUT049,1657.844983
FDH50,OUT049,3000.968683
DRF15,OUT010,280.9430937
FDV27,OUT027,2203.934647
NCJ06,OUT049,1989.900894
FDN02,OUT018,2914.919855
FDQ51,OUT049,730.1171181
FDQ07,OUT017,3613.638458
FDS45,OUT049,1653.921854
NCJ06,OUT045,1967.199307
FDD36,OUT035,1893.599909
FDY25,OUT045,2930.769146
FDU52,OUT046,2403.036258
DRK47,OUT017,3601.379221
NCL30,OUT017,2023.871308
FDN22,OUT035,4021.844584
NCF30,OUT027,3296.477739
FDK03,OUT035,4183.593722
FDT45,OUT017,830.6689845
NCC54,OUT027,5654.146505
FDP08,OUT018,2748.738331
FDU44,OUT046,2546.845631
DRG39,OUT035,805.5407803
FDU32,OUT049,2032.533193
FDY27,OUT049,2810.406396
NCP54,OUT013,2022.430773
NCZ41,OUT049,2017.584427
DRL49,OUT013,2261.968029
FDI05,OUT018,1196.288892
FDY56,OUT045,3673.294708
DRC13,OUT013,2016.908805
NCV29,OUT017,2846.573152
FDR24,OUT049,1333.82889
FDZ34,OUT018,2693.664161
FDP37,OUT035,2012.695951
FDX08,OUT027,4706.777371
FDS57,OUT045,2090.528857
NCG18,OUT049,1669.546243
FDK25,OUT018,2546.089307
FDH53,OUT049,1277.762896
DRI59,OUT018,3093.268705
FDA52,OUT046,2798.004842
FDT20,OUT010,84.8433783
FDE36,OUT019,384.2232582
FDI24,OUT017,2802.044914
FDB28,OUT018,2990.432065
FDV11,OUT017,2802.044914
FDP01,OUT046,2403.036258
FDD34,OUT027,4130.158675
FDJ50,OUT027,1389.478404
FDZ44,OUT013,1823.969247
DRO59,OUT035,1221.399186
DRB48,OUT045,609.9558974
FDR21,OUT018,2491.015137
NCE42,OUT010,504.5998701
FDO23,OUT046,1479.411584
NCE30,OUT018,2994.597421
FDQ22,OUT035,529.5337199
FDY01,OUT045,1768.542427
FDS08,OUT017,2797.393923
FDG28,OUT018,3302.029683
FDQ51,OUT018,539.6835752
FDB05,OUT017,3786.930197
FDO56,OUT049,1822.773195
FDE02,OUT018,1252.4084
FDN45,OUT017,3612.234974
FDS09,OUT013,743.1376153
NCA54,OUT018,2604.251423
FDP09,OUT010,455.9535055
FDC53,OUT045,1500.701594
NCM55,OUT017,2988.441844
FDL09,OUT018,2546.089307
FDA11,OUT019,176.9942915
FDA50,OUT045,1417.877335
FDC23,OUT017,2812.342689
FDE22,OUT049,2546.170009
FDD23,OUT046,2984.804559
NCA29,OUT049,2808.373991
FDK38,OUT046,2406.686551
DRC13,OUT046,2016.908805
NCP43,OUT049,2794.081713
FDX28,OUT049,1561.332026
FDF08,OUT049,1337.894396
FDZ33,OUT046,2406.283764
FDD10,OUT049,2798.407629
FDO58,OUT017,2554.328564
FDI50,OUT017,3695.002319
FDO58,OUT045,2496.460511
FDX08,OUT013,2938.049522
NCK17,OUT010,84.46748808
FDF39,OUT035,4153.853336
FDU45,OUT010,276.6537432
NCJ18,OUT018,1652.453573
DRC27,OUT019,484.5073271
DRC25,OUT035,1314.726145
FDU59,OUT035,2599.440355
FDU28,OUT035,3055.631273
NCP30,OUT046,603.2134709
FDB39,OUT018,665.396958
FDE41,OUT013,1230.123807
DRH11,OUT010,98.0809014
FDA58,OUT045,3677.945699
FDU50,OUT046,1816.067625
FDM34,OUT013,2022.235418
FDM44,OUT027,2705.5408
FDR39,OUT045,2955.7129
FDM25,OUT045,2739.52587
FDQ49,OUT049,2510.323923
DRH25,OUT018,588.1363459
FDM09,OUT027,4430.866089
FDL44,OUT019,361.9814053
NCR42,OUT018,358.0023263
DRL59,OUT046,793.7245294
FDX43,OUT013,2799.408327
DRK47,OUT010,475.2919312
FDU48,OUT018,1791.189938
FDY12,OUT045,742.3966822
NCN43,OUT018,1792.476965
NCM55,OUT018,2693.664161
FDQ21,OUT027,3313.04465
FDX13,OUT035,4084.072296
NCK30,OUT027,5679.632292
FDG20,OUT049,2798.004842
DRG27,OUT017,643.6490768
FDY14,OUT018,3534.636447
FDP59,OUT035,1702.541209
FDU60,OUT017,2817.20834
NCC18,OUT019,501.9102885
DRJ39,OUT017,3315.448543
FDS07,OUT049,1823.773892
FDM08,OUT027,5653.863345
FDP51,OUT045,1959.613182
FDU16,OUT035,1294.998347
FDH12,OUT013,1659.248467
DRE48,OUT010,435.1377125
