,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
89,FDB03,OUT010,575.9835800000001
90,FDN39,OUT045,2647.35396
91,FDX02,OUT027,6002.253579999999
92,FDQ16,OUT027,3100.43086
93,FDU35,OUT018,1634.1395200000002
94,NCT29,OUT013,1247.1765600000003
95,FDZ27,OUT046,518.8579400000001
96,FDN57,OUT017,2626.1815200000005
97,FDA03,OUT018,2024.4314799999997
98,FDZ36,OUT045,1973.4977800000001
99,NCU05,OUT013,1621.8222199999998
100,FDT39,OUT018,1731.4794800000004
101,FDK60,OUT017,1534.8021600000002
102,FDZ25,OUT017,3354.89962
103,FDG12,OUT046,2957.28386
104,DRB01,OUT019,419.32084000000003
105,NCC43,OUT027,5767.359339999999
106,FDX13,OUT019,586.83612
107,FDM22,OUT049,1044.90652
108,FDJ03,OUT027,1354.63668
109,FDU14,OUT018,5339.0502
110,FDB33,OUT010,354.00586000000004
111,FDP27,OUT046,3425.5409999999997
112,FDO38,OUT010,147.14180000000002
113,FDE28,OUT027,6612.12638
114,FDO27,OUT035,1723.5564600000002
115,DRL23,OUT027,2712.40262
116,FDS28,OUT046,897.8312999999998
117,FDX24,OUT013,1328.67048
118,FDZ02,OUT035,1808.5791199999999
119,FDL46,OUT045,1977.49258
120,FDS60,OUT027,4490.954159999999
121,NCO06,OUT017,519.85664
122,FDO16,OUT035,1706.9114599999998
123,FDC60,OUT049,1692.1307000000002
124,FDA48,OUT018,3717.6940400000008
125,FDZ36,OUT027,4199.40034
126,FDK27,OUT045,1678.0823200000002
127,FDW23,OUT018,363.92627999999996
128,FDM14,OUT018,1368.2855800000002
129,FDM14,OUT013,901.1602999999999
130,FDW60,OUT018,1909.2480799999998
131,FDE21,OUT013,1682.94266
132,NCM42,OUT035,1732.8110800000002
133,FDY59,OUT010,220.44637999999995
134,DRI49,OUT049,1545.2552200000002
135,FDT28,OUT019,210.05990000000003
136,FDQ22,OUT018,537.8332400000002
137,FDR60,OUT049,1206.16328
138,FDC50,OUT019,319.51742
139,FDV24,OUT013,1748.0579000000002
140,DRF48,OUT010,434.83398
141,FDQ47,OUT046,559.13884
142,DRN36,OUT049,1491.7914799999999
143,NCY06,OUT035,1902.12402
144,FDE52,OUT035,1302.03848
145,NCB54,OUT045,1282.79686
146,NCF31,OUT035,1776.1546600000001
147,FDJ08,OUT027,4915.867719999999
148,NCC07,OUT017,1505.83986
149,NCD19,OUT027,1964.84238
150,FDL46,OUT049,2586.56642
151,FDM20,OUT045,4687.232
152,NCI06,OUT010,517.12686
153,DRM11,OUT035,4182.02296
154,NCH07,OUT018,2012.9131399999999
155,FDS23,OUT013,2305.2659200000003
156,FDO49,OUT018,587.16902
157,FDS35,OUT049,948.2989399999999
158,DRK39,OUT045,1500.64662
159,DRI39,OUT049,877.65756
160,FDV04,OUT017,1776.3543999999995
161,NCN14,OUT035,2591.36018
162,FDH08,OUT013,3908.246
163,FDS20,OUT046,2581.90582
164,FDV40,OUT049,1116.81292
165,FDZ48,OUT010,259.72857999999997
166,FDS24,OUT027,2209.3241399999997
167,FDK44,OUT049,1894.9999600000003
168,FDS48,OUT045,1923.6293600000001
169,FDK26,OUT010,727.85256
170,FDD23,OUT045,4271.173580000001
171,NCH54,OUT017,3138.44804
172,NCP14,OUT010,160.25806
173,FDM60,OUT010,88.28508000000001
174,FDV24,OUT017,3032.85216
175,FDH08,OUT018,3027.4591800000003
176,FDS12,OUT027,3361.2247199999997
177,FDR39,OUT027,4433.362459999999
178,FDP12,OUT027,1005.6908999999999
179,DRF60,OUT027,6120.566240000001
180,FDC09,OUT035,1821.02958
181,FDF50,OUT018,2787.3717
182,FDG28,OUT035,4761.53528
183,NCE19,OUT017,1024.39988
184,NCM53,OUT010,184.36002
185,NCN18,OUT049,2036.1495599999998
186,FDF32,OUT035,2870.7964399999996
187,FDF11,OUT013,3464.29056
188,DRI59,OUT049,3820.6267199999993
189,NCG54,OUT035,2164.04974
190,FDM44,OUT046,1427.2754599999998
191,FDT57,OUT018,1940.6738400000002
192,FDV24,OUT046,1796.5947200000003
193,FDI50,OUT019,483.1710600000001
194,FDS09,OUT035,718.7311
195,NCC31,OUT027,4100.329299999999
196,FDQ07,OUT019,787.37508
197,FDC22,OUT017,2594.42286
198,FDZ56,OUT046,3527.2086600000002
199,FDZ40,OUT019,202.40319999999997
200,FDS46,OUT027,2800.2216400000007
201,DRD24,OUT045,1511.43258
202,FDV45,OUT017,2934.71324
203,FDL26,OUT045,3196.8386999999993
204,FDA56,OUT018,1079.39496
205,FDN27,OUT046,1725.62044
206,FDM20,OUT049,4774.252060000001
207,FDO16,OUT017,1791.3348999999998
208,FDL03,OUT035,3642.6583800000008
209,FDE58,OUT046,2364.9216000000006
210,FDI02,OUT027,3658.6375799999996
211,NCC55,OUT019,38.083760000000005
212,FDR03,OUT018,3110.35128
213,FDB14,OUT017,1526.3465
214,FDR45,OUT013,5222.00256
215,NCN07,OUT017,1871.03116
216,FDM51,OUT019,391.35723999999993
217,FDT52,OUT027,6418.178839999999
218,FDL26,OUT046,2717.6624399999996
219,NCZ42,OUT046,3853.8501399999996
220,DRI47,OUT019,408.33514
221,FDW40,OUT013,2131.8916
222,FDN34,OUT046,2911.27708
223,FDS01,OUT035,3385.2601000000004
224,NCG55,OUT045,1643.4607199999998
225,FDC11,OUT035,1467.29004
226,FDX35,OUT018,2798.4239800000005
227,NCB06,OUT046,1374.6106800000002
228,FDR09,OUT019,675.787
229,FDC53,OUT017,1407.30146
230,FDY45,OUT013,3862.8384400000004
231,FDA22,OUT010,219.71400000000003
232,FDE02,OUT035,2385.62798
233,FDW21,OUT045,1520.6872000000003
234,FDV34,OUT046,1337.2593000000002
235,FDS59,OUT049,1759.0436000000002
236,NCW17,OUT017,2402.33956
237,NCK54,OUT046,2128.62918
238,FDG17,OUT019,571.32298
239,FDG35,OUT017,4254.6617400000005
240,FDD08,OUT010,68.44424000000001
241,NCO07,OUT017,3993.4683999999993
242,FDJ10,OUT010,335.43003999999996
243,FDW36,OUT017,1379.8705
244,FDW21,OUT010,198.00892
245,FDY19,OUT017,1835.14454
246,DRE03,OUT013,415.25946000000005
247,NCC55,OUT049,668.6629399999999
248,FDH52,OUT010,121.97456
249,FDO09,OUT017,3702.5803800000003
250,FDU43,OUT045,4804.878860000001
251,FDX09,OUT010,673.7895999999998
252,FDH40,OUT019,275.57462
253,FDW58,OUT017,1866.9697800000001
254,FDC47,OUT017,4619.71988
255,NCR41,OUT035,1996.8673600000002
256,DRG49,OUT035,5483.66196
257,FDC52,OUT027,3254.0309199999997
258,FDY13,OUT046,1583.53872
259,FDY35,OUT013,495.95442000000014
260,FDI35,OUT017,4317.047199999999
261,NCU18,OUT049,2669.12562
262,FDY33,OUT018,3262.6863200000003
263,FDC15,OUT027,4380.497939999999
264,FDU01,OUT049,3383.5290200000004
265,NCU42,OUT046,3577.4099799999995
266,NCV29,OUT018,2147.00526
267,NCY30,OUT017,3471.8141000000005
268,FDQ46,OUT049,1647.25578
269,FDG58,OUT027,4076.293919999999
270,FDK33,OUT017,3814.3016199999997
271,NCD07,OUT045,1142.97886
272,NCX29,OUT027,3616.5590199999997
273,NCT42,OUT013,2019.63772
274,DRN59,OUT035,493.2246400000001
275,FDI44,OUT035,1715.5668600000004
276,FDA45,OUT049,2136.9516799999997
277,FDP31,OUT045,1016.21054
278,FDY01,OUT046,1752.9848200000004
279,FDT09,OUT018,1627.34836
280,DRH03,OUT027,2434.89718
281,FDA36,OUT018,2868.46614
282,NCF31,OUT017,2289.88594
283,FDG14,OUT049,3099.23242
284,FDG28,OUT027,5778.411619999999
285,FDU14,OUT049,4539.62414
286,FDY47,OUT019,271.77956000000006
287,FDI56,OUT049,1505.9064400000002
288,DRD01,OUT013,795.3646799999999
289,FDM22,OUT046,1218.5471599999998
290,FDH33,OUT013,672.1251
291,DRZ24,OUT013,2083.0218800000002
292,NCQ38,OUT046,1981.4208000000003
293,FDO16,OUT027,2664.3318600000002
294,FDU07,OUT027,3618.4232599999996
295,NCB07,OUT013,2441.4886
296,FDU48,OUT045,2064.11316
297,NCM43,OUT045,2577.7112800000004
298,FDR31,OUT010,320.78244
299,DRK49,OUT018,309.46384
300,NCI30,OUT010,811.67678
301,DRD60,OUT017,3133.32138
302,NCG19,OUT046,2981.9850400000005
303,FDH12,OUT035,1577.5465199999999
304,FDM32,OUT035,1713.4363
305,FDM27,OUT035,2509.4002
306,NCU53,OUT027,3787.4032999999995
307,NCQ18,OUT046,1957.1191
308,FDS10,OUT013,3086.51564
309,FDB33,OUT027,4961.00896
310,FDI12,OUT013,1006.55644
311,NCW42,OUT013,4528.838180000001
312,NCC06,OUT018,2131.09264
313,FDW02,OUT017,2569.0558799999994
314,NCD43,OUT017,1912.6436600000002
315,FDM57,OUT018,900.4279200000001
316,FDA58,OUT017,3870.6948800000005
317,FDK56,OUT046,3455.36884
318,FDP52,OUT045,4314.78348
319,FDW20,OUT018,1414.4921
320,FDS52,OUT049,1878.02206
321,NCT29,OUT018,1532.20554
322,NCL54,OUT013,2726.5175800000006
323,FDC05,OUT045,2727.0502200000005
324,FDF34,OUT035,2771.7254000000003
325,FDP03,OUT027,3092.90732
326,FDD32,OUT010,180.0989
327,FDZ10,OUT045,1578.6118000000001
328,FDZ40,OUT035,1301.3061000000002
329,FDD51,OUT018,603.9471800000001
330,NCY30,OUT019,338.62588000000005
331,FDP58,OUT017,3473.4786
332,FDV49,OUT017,3934.9445799999994
333,FDY24,OUT019,125.76962
334,NCO55,OUT017,1217.34872
335,FDR13,OUT017,1521.9522200000001
336,FDS51,OUT017,995.9036399999998
337,FDP26,OUT045,1255.5656400000003
338,NCB54,OUT027,4223.03624
339,FDF32,OUT017,2526.8441599999996
340,FDN31,OUT018,3483.8650799999996
341,DRM48,OUT017,659.3417400000001
342,FDN20,OUT049,3083.6527
343,DRL01,OUT046,3272.20726
344,FDV56,OUT049,1500.91294
345,DRH13,OUT027,2849.2911
346,FDA03,OUT017,1790.8022599999997
347,FDF47,OUT027,5593.78528
348,FDX32,OUT046,2017.64032
349,FDX57,OUT049,1655.7114400000003
350,NCA30,OUT045,2865.4034600000005
351,FDO49,OUT013,610.5386000000001
352,FDL04,OUT019,250.14106
353,DRM48,OUT035,815.7381599999999
354,FDR16,OUT013,3578.07578
355,NCC19,OUT018,3674.8165199999994
356,NCE42,OUT045,2832.57952
357,FDY24,OUT017,969.0718999999999
358,FDH19,OUT049,2236.2224599999995
359,FDJ46,OUT013,1530.94052
360,FDN45,OUT010,590.03196
361,FDY08,OUT035,2027.8936399999998
362,FDZ37,OUT035,1357.2333
363,NCT30,OUT045,943.9046599999999
364,DRY23,OUT018,235.29371999999995
365,NCZ30,OUT018,2038.87934
366,FDC44,OUT018,1284.46136
367,FDB45,OUT035,1714.56816
368,FDY04,OUT013,2461.4626000000003
369,FDM27,OUT046,2215.4494999999997
370,FDZ43,OUT017,4214.8469000000005
371,FDT39,OUT019,361.26307999999995
372,NCC06,OUT019,275.17514
373,FDL15,OUT027,3531.8692600000004
374,FDL57,OUT017,5261.4845000000005
375,FDU08,OUT046,1178.1331
376,FDK40,OUT017,3286.3887999999997
377,FDQ12,OUT010,491.49356
378,FDS48,OUT017,3221.4733
379,FDP09,OUT045,3760.5715600000003
380,FDW21,OUT049,1488.9285400000003
381,FDY25,OUT035,4187.41594
382,DRE13,OUT017,1381.5349999999996
383,FDV43,OUT019,111.92097999999999
384,FDD22,OUT045,1754.7159
385,FDM46,OUT019,352.40794000000005
386,NCO30,OUT010,400.54528
387,FDM25,OUT046,3024.66282
388,NCN41,OUT049,1862.3091799999997
389,FDU24,OUT045,1355.9017000000003
390,FDZ50,OUT046,3348.9739999999997
391,FDP45,OUT013,3267.4135
392,NCM54,OUT045,1534.4692600000003
393,FDW10,OUT019,459.46858000000003
394,FDP20,OUT017,1908.44912
395,FDK32,OUT046,3229.7958000000003
396,FDN52,OUT049,1131.5271
397,FDM58,OUT045,2547.5505400000006
398,FDZ46,OUT027,2559.6015199999993
399,NCA18,OUT018,1928.0236400000001
400,FDD35,OUT046,2228.63234
401,NCK31,OUT035,424.78039999999993
402,FDI40,OUT027,3014.1431799999996
403,FDT50,OUT019,243.41648000000004
404,NCT06,OUT046,2594.2231199999997
405,FDT31,OUT035,2443.1530999999995
406,FDT45,OUT049,1103.6966599999998
407,FDT13,OUT045,2920.06564
408,FDO50,OUT045,1447.9152600000002
409,NCU18,OUT010,216.05209999999997
410,NCR54,OUT049,3287.9201400000006
411,NCO18,OUT018,2458.2667599999995
412,FDU09,OUT045,729.4504800000001
413,FDT13,OUT018,2735.97194
414,FDE09,OUT046,1364.8234200000002
415,NCK53,OUT019,407.93566
416,FDG45,OUT049,3567.6892999999995
417,DRH15,OUT035,515.59552
418,FDO21,OUT019,450.81318
419,FDD14,OUT027,5752.64516
420,FDC09,OUT046,1395.8497
421,FDH45,OUT027,953.3590199999999
422,FDV32,OUT046,1459.0341200000003
423,FDG12,OUT035,2176.89968
424,FDS32,OUT013,2084.0205800000003
425,NCL55,OUT018,3660.43524
426,DRE01,OUT035,4578.240540000001
427,DRE15,OUT049,1279.8007599999999
428,NCL42,OUT045,3373.14254
429,FDP31,OUT013,1374.6772600000002
430,FDN33,OUT018,987.1150799999999
431,FDZ59,OUT046,2456.6688400000003
432,FDE45,OUT010,484.76897999999994
433,FDJ07,OUT013,2206.19488
434,FDQ45,OUT018,2517.1234799999997
435,FDM33,OUT027,4898.090859999999
436,FDO15,OUT010,171.1106
437,FDM46,OUT013,2490.95754
438,FDR03,OUT045,3541.6565200000005
439,FDY49,OUT018,2440.157
440,FDQ60,OUT045,1302.43796
441,FDW10,OUT049,2357.3314800000003
442,FDO51,OUT049,646.9578600000001
443,FDJ40,OUT018,1635.13822
444,FDS20,OUT018,2346.34578
445,FDU45,OUT013,2229.7642
446,FDV02,OUT035,2109.98678
447,FDN09,OUT046,4206.72414
448,NCM55,OUT027,4498.01164
449,FDN23,OUT018,1950.5276799999997
450,FDY31,OUT010,397.81550000000004
451,FDW03,OUT010,211.25834
452,FDD14,OUT046,3065.60952
453,FDV23,OUT017,1876.0246600000003
454,DRI03,OUT045,3236.7866999999997
455,FDN13,OUT035,1123.33776
456,FDF45,OUT027,1765.1689600000002
457,FDU46,OUT035,1612.96708
458,FDB57,OUT049,3223.00464
459,FDV12,OUT049,1712.3044400000003
460,FDQ58,OUT013,2565.2608200000004
461,NCA18,OUT017,1359.76334
462,FDH52,OUT049,707.47908
463,FDM24,OUT018,2175.70124
464,NCP43,OUT027,4111.647900000001
465,NCO18,OUT019,371.11691999999994
466,FDM32,OUT017,1120.0087600000002
467,NCL07,OUT017,627.5165
468,FDK03,OUT013,5316.94564
469,FDP59,OUT017,1953.1908799999997
470,FDQ24,OUT049,4290.4152
471,FDQ16,OUT018,1449.71292
472,FDU44,OUT013,3146.8371199999992
473,FDH28,OUT010,100.13632
474,FDV28,OUT019,72.50562000000001
475,FDM22,OUT045,1121.7398399999997
476,FDR56,OUT046,2668.65956
477,FDV39,OUT049,2299.47346
478,FDU37,OUT019,285.9611
479,FDQ11,OUT010,594.4928200000002
480,FDX02,OUT045,4154.592000000001
481,NCS42,OUT018,1751.6532200000001
482,FDY57,OUT027,3087.44776
483,FDB21,OUT049,2742.36362
484,FDE28,OUT017,4101.79406
485,FDQ55,OUT017,2839.90332
486,FDA48,OUT049,3927.95368
487,FDZ19,OUT045,2441.5551800000003
488,NCC43,OUT045,3742.794700000001
489,NCV18,OUT046,1658.44122
490,NCA42,OUT018,3263.0858000000003
491,FDY45,OUT046,2865.73636
492,NCC30,OUT045,3501.109299999999
493,FDM57,OUT013,1363.7581399999997
494,FDL09,OUT010,531.3084000000001
495,FDB09,OUT027,3948.12742
496,FDT44,OUT035,2224.0383200000006
497,NCT06,OUT027,3693.25918
498,FDX26,OUT049,3905.18332
499,FDK32,OUT013,3405.83332
500,DRA12,OUT046,2256.19646
501,FDO46,OUT010,492.82516
502,FDE52,OUT013,1316.0202800000002
503,NCH42,OUT045,5694.38766
504,FDV08,OUT035,661.67204
505,FDB47,OUT018,2746.49158
506,FDC28,OUT010,234.42818000000003
507,FDD22,OUT046,1582.5400199999995
508,FDS07,OUT027,4303.59804
509,DRI13,OUT045,3895.3294800000003
510,FDG32,OUT018,4487.75832
511,FDU14,OUT017,4491.952859999999
512,FDD28,OUT019,149.40552
513,NCP41,OUT017,1711.1060000000002
514,FDS08,OUT049,2161.5197
515,FDX47,OUT045,1888.9411800000003
516,FDC53,OUT019,170.37822
517,FDQ19,OUT035,4246.53898
518,FDL14,OUT045,2098.80134
519,FDM33,OUT019,676.91886
520,FDA51,OUT045,2098.6016
521,FDZ27,OUT018,560.6036000000001
522,FDT04,OUT046,640.1667
523,DRC13,OUT049,2507.7357
524,FDR16,OUT027,5092.2381399999995
525,FDQ03,OUT027,5437.5886
526,FDE38,OUT035,2517.98902
527,DRH23,OUT027,1746.9260399999998
528,FDT11,OUT019,725.52226
529,FDD09,OUT035,2745.89236
530,FDR40,OUT045,1461.96364
531,FDX07,OUT017,3162.4168400000003
532,FDR07,OUT035,2935.1793000000007
533,FDA51,OUT017,1954.4558999999997
534,FDT59,OUT019,539.69748
535,FDF20,OUT017,3059.6839
536,FDR13,OUT045,1926.1594
537,FDY26,OUT049,5176.994479999999
538,FDW04,OUT017,1253.3684999999998
539,FDK52,OUT017,4141.07626
540,FDN60,OUT049,2920.7314400000005
541,FDM09,OUT019,609.207
542,FDP46,OUT049,1404.30536
543,FDB50,OUT019,293.35148
544,NCQ29,OUT049,3997.5963599999995
545,FDP16,OUT027,6414.84984
546,FDX33,OUT018,3554.57304
547,FDP07,OUT010,427.57676000000004
548,FDN22,OUT046,3653.2446000000004
549,FDF39,OUT049,3159.7536400000004
550,FDS21,OUT017,522.9859
551,NCM42,OUT013,1452.3761200000001
552,FDK50,OUT019,430.04022000000003
553,DRF13,OUT027,3801.51826
554,FDH35,OUT018,2289.6196200000004
555,FDP60,OUT018,1801.8545400000003
556,DRJ49,OUT027,3468.1522000000004
557,NCT42,OUT019,344.6180800000001
558,FDE38,OUT049,2188.75092
559,FDI04,OUT049,3636.20012
560,NCH54,OUT045,2754.34802
561,FDT56,OUT049,728.5183599999998
562,DRD15,OUT018,3216.812700000001
563,FDV58,OUT013,3278.3992
564,FDP21,OUT049,3590.3930800000003
565,FDH05,OUT013,4354.265420000001
566,FDR10,OUT027,5673.48154
567,NCP06,OUT045,1299.04238
568,FDF33,OUT049,1986.4808799999996
569,DRK37,OUT013,3668.09194
570,DRH49,OUT045,1046.0383800000002
571,FDT58,OUT013,2690.4978
572,FDD41,OUT018,1581.54132
573,FDP40,OUT018,1594.9239000000002
574,FDM51,OUT027,2618.5914000000002
575,FDO45,OUT010,178.90046
576,FDW33,OUT010,312.19362
577,FDY24,OUT045,963.0796999999999
578,FDB10,OUT010,535.43636
579,FDM40,OUT035,2002.0606
580,NCI06,OUT017,4604.6728
581,FDW12,OUT019,218.44897999999998
582,FDX48,OUT027,3280.7295000000004
583,NCW05,OUT027,2089.2804
584,FDX27,OUT017,1323.47724
585,DRM37,OUT045,3016.4069000000004
586,FDA38,OUT045,3352.50274
587,FDR36,OUT046,531.57472
588,FDZ45,OUT046,3241.4473
589,FDG05,OUT017,2223.0396199999996
590,FDK28,OUT013,5048.29534
591,FDV47,OUT045,1857.98148
592,FDN21,OUT045,1301.6390000000001
593,FDP20,OUT027,3806.711499999999
594,FDI35,OUT045,3696.32186
595,DRY23,OUT013,671.8587799999999
596,FDA56,OUT017,2382.3655599999997
597,FDB09,OUT013,1731.27974
598,NCO26,OUT027,2774.7880799999994
599,FDQ49,OUT018,2347.3444800000007
600,FDI52,OUT027,1844.5988999999997
601,FDZ44,OUT027,4156.2565
602,FDZ09,OUT018,2823.19174
603,FDY03,OUT049,2313.7881599999996
604,NCG42,OUT017,2229.4978800000004
605,DRI13,OUT027,6709.000279999998
606,FDQ32,OUT013,2061.18364
607,FDW16,OUT035,1467.0903
608,FDU27,OUT046,1076.99808
609,FDR28,OUT010,444.22176
610,FDQ49,OUT010,519.3240000000001
611,FDS37,OUT046,2252.4014
612,FDW26,OUT018,2483.1010999999994
613,FDX12,OUT018,2918.0016600000004
614,NCP06,OUT013,2420.98196
615,FDW45,OUT010,322.84641999999997
616,NCN30,OUT049,1339.98908
617,FDN24,OUT049,1242.4493799999998
618,NCL41,OUT027,1225.9375400000001
619,FDR02,OUT019,283.6308
620,FDD09,OUT010,558.8059400000001
621,FDS33,OUT010,165.18498000000002
622,FDU22,OUT045,1655.9111799999998
623,FDI53,OUT013,2298.6079199999995
624,DRH01,OUT049,2841.9673
625,FDX32,OUT013,2150.8669
626,NCP30,OUT018,333.16632
627,FDB60,OUT045,2943.1023200000004
628,FDB14,OUT049,1405.37064
629,NCP02,OUT035,715.33552
630,FDJ10,OUT017,2628.17892
631,FDG34,OUT046,2389.5562
632,NCB18,OUT017,1698.0563200000001
633,FDM16,OUT049,1446.58366
634,FDW25,OUT018,948.63184
635,FDB35,OUT010,197.67602
636,DRN11,OUT013,1669.09402
637,FDF41,OUT019,671.9253600000001
638,FDH16,OUT045,1389.3248599999997
639,NCQ50,OUT018,2897.96108
640,DRH23,OUT018,676.51938
641,DRJ37,OUT013,2008.11938
642,DRJ24,OUT027,5364.949819999999
643,FDY16,OUT035,3045.0362999999998
644,FDQ27,OUT045,1249.2405399999998
645,FDZ33,OUT045,2146.8055200000003
646,FDF29,OUT045,1579.6770800000002
647,FDA08,OUT049,3538.3941
648,FDG31,OUT046,1091.71226
649,FDE34,OUT019,569.79164
650,NCR30,OUT027,2097.86922
651,FDV33,OUT035,4367.248519999999
652,DRZ24,OUT018,1510.0344
653,NCL54,OUT035,3147.1700199999996
654,FDR12,OUT049,3062.48026
655,NCC54,OUT046,3863.37108
656,DRN59,OUT013,787.3085
657,FDX50,OUT019,150.1379
658,FDV31,OUT027,5026.590259999999
659,NCA29,OUT027,5740.594180000001
660,FDW60,OUT049,3020.60144
661,FDX08,OUT017,3234.72272
662,DRD49,OUT013,3465.35584
663,FDD33,OUT046,3597.3174
664,FDW35,OUT013,1034.85294
665,FDJ36,OUT017,1852.85482
666,FDV51,OUT035,3350.5053399999997
667,FDW36,OUT046,1744.4625800000001
668,FDH35,OUT046,2475.6441399999994
669,NCS30,OUT027,2707.74202
670,FDN49,OUT017,759.4780600000001
671,FDL08,OUT018,2686.43642
672,FDI09,OUT013,3705.9759600000007
673,FDP19,OUT018,2464.72502
674,FDU21,OUT010,85.02266000000002
675,NCP41,OUT045,1251.5042600000002
676,FDY10,OUT013,1398.1799999999998
677,FDP12,OUT018,388.02824
678,NCN26,OUT049,1771.8269599999999
679,FDK44,OUT013,2177.6986400000005
680,FDC28,OUT049,1523.6833000000001
681,FDJ41,OUT027,6941.231320000001
682,NCT29,OUT035,2084.2203199999994
683,NCH42,OUT019,545.2902
684,FDU60,OUT018,2388.15802
685,FDS02,OUT045,3157.09044
686,FDC51,OUT046,2952.68984
687,FDU03,OUT013,2681.5095
688,FDX39,OUT045,4391.08416
689,NCY05,OUT010,86.554
690,NCL06,OUT027,5285.25356
691,FDD32,OUT035,1382.9997600000002
692,NCN41,OUT045,1006.09038
693,NCX53,OUT049,2427.7731200000003
694,FDU57,OUT019,317.9195000000001
695,FDQ23,OUT046,1877.02336
696,FDQ52,OUT045,5602.240940000001
697,FDC14,OUT045,605.41194
698,FDY09,OUT035,4159.65208
699,FDQ28,OUT045,2738.4353999999994
700,FDV25,OUT046,4984.311960000001
701,FDJ07,OUT035,2023.4993600000003
702,DRB25,OUT049,1669.4935
703,FDK52,OUT019,692.69832
704,FDY52,OUT027,1432.2023800000002
705,FDB28,OUT046,3206.492800000001
706,FDT36,OUT035,677.4515
707,FDV25,OUT017,4856.0123
708,NCN07,OUT027,4104.59042
709,FDC57,OUT017,3779.0807999999997
710,FDQ03,OUT018,4128.9587
711,FDU23,OUT017,3653.4443399999996
712,NCX41,OUT035,3512.62764
713,NCD06,OUT035,795.49784
714,FDW08,OUT045,1918.5692799999997
715,NCU29,OUT017,2254.66512
716,NCE06,OUT013,2151.66586
717,FDV52,OUT010,259.39567999999997
718,FDB02,OUT017,2637.6998599999997
719,NCR18,OUT045,582.04236
720,FDK16,OUT049,1308.3635800000002
